ind,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
287,2012/8/18,3,1,8,19,0,6,0,1,0.7,0.6364,0.45,0.1642,164,324,488
288,2012/3/12,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137
289,2011/6/7,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432,477
290,2011/4/24,2,0,4,3,0,0,0,1,0.5,0.4848,0.94,0.0896,4,20,24
291,2012/8/20,3,1,8,4,0,1,1,2,0.6,0.5606,0.83,0.0896,0,7,7
292,2012/1/8,1,1,1,10,0,0,0,1,0.34,0.3333,0.49,0.1642,27,181,208
293,2011/3/8,1,0,3,0,0,2,1,1,0.26,0.2879,0.48,0.0896,1,9,10
294,2011/5/15,2,0,5,13,0,0,0,1,0.62,0.5909,0.73,0.2836,195,261,456
295,2012/6/12,2,1,6,1,0,2,1,2,0.68,0.6364,0.65,0.1642,5,11,16
296,2012/12/23,1,1,12,23,0,0,0,1,0.24,0.2879,0.6,0,3,22,25
297,2011/10/12,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,15,244,259
298,2011/7/30,3,0,7,23,0,6,0,1,0.76,0.697,0.55,0.0896,63,114,177
299,2011/6/6,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14
300,2012/10/7,4,1,10,20,0,0,0,1,0.4,0.4091,0.82,0.1343,19,97,116
301,2011/8/8,3,0,8,16,0,1,1,1,0.86,0.7727,0.39,0.2836,64,218,282
302,2011/12/27,1,0,12,23,0,2,1,1,0.3,0.303,0.93,0.1343,2,24,26
303,2012/11/22,4,1,11,0,1,4,0,1,0.32,0.3333,0.66,0.0896,3,43,46
304,2011/1/3,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76
305,2011/8/8,3,0,8,14,0,1,1,1,0.82,0.7424,0.43,0.2985,41,109,150
306,2012/9/23,4,1,9,10,0,0,0,1,0.54,0.5152,0.45,0.2537,138,351,489
307,2011/10/20,4,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179,5,87,92
308,2012/10/16,4,1,10,4,0,2,1,1,0.42,0.4242,0.67,0.1642,0,7,7
309,2012/1/5,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,6,114,120
310,2012/5/14,2,1,5,12,0,1,1,2,0.56,0.5303,0.88,0.2836,53,132,185
311,2011/8/6,3,0,8,13,0,6,0,2,0.8,0.7727,0.59,0.3284,176,265,441
312,2011/6/4,2,0,6,6,0,6,0,1,0.54,0.5152,0.6,0,11,17,28
313,2012/4/29,2,1,4,19,0,0,0,1,0.56,0.5303,0.35,0.1343,128,247,375
314,2012/7/29,3,1,7,7,0,0,0,1,0.66,0.6212,0.69,0.2537,4,36,40
315,2011/6/2,2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,3,28,31
316,2012/8/1,3,1,8,18,0,3,1,3,0.76,0.7121,0.62,0.2239,105,786,891
317,2011/8/15,3,0,8,16,0,1,1,1,0.74,0.6818,0.55,0.3284,58,225,283
318,2012/5/5,2,1,5,10,0,6,0,1,0.66,0.6212,0.65,0.1343,148,284,432
319,2012/6/20,2,1,6,23,0,3,1,1,0.78,0.7424,0.59,0.1045,21,102,123
320,2012/12/10,4,1,12,21,0,1,1,2,0.46,0.4545,0.94,0.194,21,224,245
321,2012/12/18,4,1,12,1,0,2,1,2,0.44,0.4394,0.94,0.1343,0,15,15
322,2011/10/3,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249
323,2011/9/25,4,0,9,22,0,0,0,1,0.62,0.5606,0.88,0.0896,20,84,104
324,2011/8/12,3,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9,9
325,2011/12/28,1,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,10,159,169
326,2011/1/23,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21
327,2012/3/24,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,20,108,128
328,2012/7/23,3,1,7,19,0,1,1,1,0.8,0.7424,0.52,0.2537,94,488,582
329,2011/3/28,2,0,3,12,0,1,1,2,0.26,0.2727,0.25,0,8,71,79
330,2011/8/19,3,0,8,17,0,5,1,1,0.76,0.7121,0.58,0.5224,85,442,527
331,2012/5/9,2,1,5,13,0,3,1,2,0.64,0.6212,0.53,0.2537,50,216,266
332,2012/9/28,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,104,288,392
333,2012/12/10,4,1,12,3,0,1,1,2,0.38,0.3939,0.94,0.1045,0,4,4
334,2012/10/11,4,1,10,3,0,4,1,1,0.42,0.4242,0.47,0.2985,0,3,3
335,2011/6/17,2,0,6,20,0,5,1,1,0.64,0.5909,0.78,0.1045,40,192,232
336,2011/6/13,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,35,189,224
337,2012/12/21,1,1,12,4,0,5,1,2,0.36,0.3182,0.71,0.4925,1,5,6
338,2012/2/22,1,1,2,8,0,3,1,1,0.3,0.3182,0.75,0.0896,9,567,576
339,2011/1/13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162
340,2012/8/1,3,1,8,23,0,3,1,1,0.7,0.6667,0.74,0,18,134,152
341,2011/11/27,4,0,11,14,0,0,0,1,0.62,0.6212,0.43,0.4627,113,200,313
342,2012/7/18,3,1,7,15,0,3,1,3,0.92,0.8485,0.35,0.3582,42,152,194
343,2011/4/17,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,143,163,306
344,2011/9/24,4,0,9,20,0,6,0,1,0.62,0.5758,0.83,0,77,166,243
345,2012/5/26,2,1,5,1,0,6,0,1,0.64,0.5758,0.83,0.1343,18,64,82
346,2011/2/15,1,0,2,8,0,2,1,1,0.2,0.1818,0.32,0.3582,10,213,223
347,2011/9/25,4,0,9,23,0,0,0,2,0.62,0.5455,0.94,0.1045,12,67,79
348,2011/9/11,3,0,9,16,0,0,0,1,0.72,0.6667,0.51,0.2985,180,303,483
349,2011/12/16,4,0,12,22,0,5,1,2,0.3,0.303,0.49,0.1642,6,100,106
350,2011/9/30,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.194,23,214,237
351,2012/1/28,1,1,1,15,0,6,0,1,0.4,0.4091,0.47,0.3284,90,320,410
352,2012/9/11,3,1,9,1,0,2,1,1,0.5,0.4848,0.63,0,0,10,10
353,2012/11/27,4,1,11,3,0,2,1,3,0.32,0.3333,0.7,0.1343,1,3,4
354,2011/6/4,2,0,6,19,0,6,0,2,0.7,0.6364,0.39,0.0896,79,206,285
355,2012/12/12,4,1,12,7,0,3,1,2,0.26,0.2576,0.6,0.194,3,366,369
356,2012/6/30,3,1,6,8,0,6,0,1,0.64,0.5758,0.89,0.1642,26,168,194
357,2012/8/1,3,1,8,14,0,3,1,1,0.82,0.7576,0.46,0.1642,88,175,263
358,2011/11/30,4,0,11,14,0,3,1,2,0.38,0.3939,0.43,0.3582,13,99,112
359,2012/10/12,4,1,10,5,0,5,1,1,0.36,0.3636,0.81,0.0896,2,33,35
360,2012/1/27,1,1,1,17,0,5,1,1,0.42,0.4242,0.5,0.5821,16,406,422
361,2011/6/6,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8
362,2012/4/26,2,1,4,18,0,4,1,2,0.54,0.5152,0.77,0.194,75,589,664
363,2012/10/8,4,1,10,18,1,1,0,2,0.42,0.4242,0.66,0.2836,41,415,456
364,2011/9/3,3,0,9,16,0,6,0,1,0.72,0.6818,0.7,0.194,186,188,374
365,2012/1/18,1,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,0,88,88
366,2011/8/25,3,0,8,3,0,4,1,1,0.66,0.6212,0.74,0.3284,2,2,4
367,2011/12/29,1,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,0,15,15
368,2012/5/19,2,1,5,4,0,6,0,1,0.48,0.4697,0.59,0.0896,6,8,14
369,2012/4/4,2,1,4,23,0,3,1,1,0.52,0.5,0.23,0.4179,19,112,131
370,2011/3/19,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,55,85,140
371,2012/3/18,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,7,39,46
372,2012/10/5,4,1,10,9,0,5,1,1,0.6,0.6061,0.6,0.0896,58,326,384
373,2012/9/22,3,1,9,19,0,6,0,1,0.7,0.6515,0.58,0.194,99,308,407
374,2011/9/7,3,0,9,16,0,3,1,1,0.64,0.5758,0.89,0,7,137,144
375,2012/7/4,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0,143,304,447
376,2011/10/20,4,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224,17,409,426
377,2012/7/26,3,1,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,33,201,234
378,2011/8/5,3,0,8,6,0,5,1,1,0.64,0.5909,0.78,0.1343,7,94,101
379,2011/11/17,4,0,11,20,0,4,1,1,0.3,0.2879,0.42,0.2836,7,162,169
380,2012/2/21,1,1,2,22,0,2,1,2,0.34,0.3333,0.71,0.194,3,97,100
381,2011/10/13,4,0,10,11,0,4,1,2,0.62,0.5758,0.83,0,8,76,84
382,2012/11/16,4,1,11,6,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126,130
383,2012/2/12,1,1,2,13,0,0,0,1,0.16,0.1212,0.4,0.4478,10,128,138
384,2011/11/26,4,0,11,21,0,6,0,2,0.38,0.3939,0.82,0,20,72,92
385,2011/11/14,4,0,11,14,0,1,1,1,0.62,0.6212,0.46,0.4478,47,138,185
386,2011/8/31,3,0,8,13,0,3,1,1,0.74,0.6515,0.37,0.1045,39,182,221
387,2011/1/19,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104
388,2011/4/26,2,0,4,11,0,2,1,1,0.68,0.6364,0.65,0.3881,40,132,172
389,2011/12/28,1,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,32,108,140
390,2011/8/31,3,0,8,12,0,3,1,1,0.74,0.6667,0.43,0.1343,68,192,260
391,2011/6/15,2,0,6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,57,273,330
392,2012/8/14,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.0896,1,178,179
393,2012/1/10,1,1,1,13,0,2,1,1,0.42,0.4242,0.38,0.2985,15,163,178
394,2011/3/23,2,0,3,12,0,3,1,2,0.34,0.3182,0.87,0.2239,14,73,87
395,2011/4/17,2,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,75,135,210
396,2012/6/28,3,1,6,13,0,4,1,1,0.86,0.7424,0.26,0.2239,31,205,236
397,2012/10/14,4,1,10,14,0,0,0,1,0.66,0.6212,0.39,0.4179,249,368,617
398,2012/7/7,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,11,47,58
399,2011/6/24,3,0,6,23,0,5,1,1,0.68,0.6364,0.51,0.1343,33,139,172
400,2012/6/5,2,1,6,16,0,2,1,1,0.6,0.6212,0.43,0.194,91,382,473
401,2011/5/19,2,0,5,17,0,4,1,1,0.56,0.5303,0.78,0.1642,60,487,547
402,2011/7/6,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,55,130,185
403,2012/3/16,1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,0,3,3
404,2012/1/27,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24,24
405,2011/5/24,2,0,5,17,0,2,1,1,0.7,0.6515,0.61,0.1045,56,492,548
406,2012/9/4,3,1,9,10,0,2,1,2,0.72,0.697,0.74,0.2537,42,130,172
407,2011/9/3,3,0,9,23,0,6,0,1,0.66,0.6212,0.85,0.1343,46,77,123
408,2011/8/19,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0,2,1,3
409,2012/12/28,1,1,12,5,0,5,1,2,0.24,0.2576,0.6,0.0896,0,15,15
410,2011/2/8,1,0,2,9,0,2,1,1,0.24,0.197,0.52,0.4925,7,128,135
411,2011/10/27,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0,2,9,11
412,2011/4/30,2,0,4,11,0,6,0,1,0.5,0.4848,0.42,0.3582,120,201,321
413,2012/5/24,2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,36,131,167
414,2011/10/20,4,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,2,24,26
415,2011/9/7,3,0,9,21,0,3,1,3,0.64,0.5758,0.89,0.0896,4,34,38
416,2011/12/31,1,0,12,4,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,10
417,2011/1/31,1,0,1,6,0,1,1,1,0.16,0.1364,0.69,0.3284,0,37,37
418,2012/10/3,4,1,10,7,0,3,1,2,0.6,0.5152,0.94,0.194,11,504,515
419,2011/8/18,3,0,8,2,0,4,1,1,0.66,0.6212,0.65,0.2239,2,4,6
420,2011/5/28,2,0,5,1,0,6,0,1,0.58,0.5455,0.88,0.194,8,47,55
421,2011/12/20,4,0,12,13,0,2,1,2,0.44,0.4394,0.54,0.1343,18,163,181
422,2012/5/29,2,1,5,11,0,2,1,1,0.76,0.7121,0.62,0.2985,50,147,197
423,2011/7/2,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,179,170,349
424,2011/4/18,2,0,4,17,0,1,1,1,0.58,0.5455,0.49,0.2836,66,362,428
425,2012/8/16,3,1,8,1,0,4,1,1,0.64,0.6061,0.73,0,3,18,21
426,2012/9/16,3,1,9,9,0,0,0,1,0.58,0.5455,0.6,0.1343,70,226,296
427,2012/11/17,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.2537,62,258,320
428,2011/4/2,2,0,4,17,0,6,0,1,0.38,0.3939,0.54,0.3582,89,95,184
429,2011/3/27,2,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,61,103,164
430,2012/5/17,2,1,5,10,0,4,1,1,0.56,0.5303,0.52,0.2537,43,162,205
431,2012/6/10,2,1,6,18,0,0,0,1,0.82,0.7273,0.38,0.2239,164,326,490
432,2012/2/23,1,1,2,17,0,4,1,1,0.54,0.5152,0.32,0.1642,49,561,610
433,2012/5/9,2,1,5,14,0,3,1,2,0.64,0.6212,0.53,0.2537,68,175,243
434,2012/1/27,1,1,1,7,0,5,1,2,0.42,0.4242,1,0.2985,6,128,134
435,2012/8/25,3,1,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,122,261,383
436,2011/6/26,3,0,6,12,0,0,0,1,0.74,0.6515,0.4,0.1642,175,268,443
437,2012/12/2,4,1,12,3,0,0,0,2,0.26,0.303,0.93,0,4,21,25
438,2011/7/3,3,0,7,19,0,0,0,2,0.66,0.6061,0.83,0.194,100,83,183
439,2011/4/25,2,0,4,9,0,1,1,1,0.6,0.5606,0.83,0.1343,27,147,174
440,2012/4/1,2,1,4,12,0,0,0,2,0.42,0.4242,0.67,0.2239,187,258,445
441,2011/7/4,3,0,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896,43,76,119
442,2011/6/6,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579
443,2011/12/27,1,0,12,16,0,2,1,3,0.44,0.4394,0.88,0.3284,2,44,46
444,2012/8/19,3,1,8,7,0,0,0,2,0.62,0.6061,0.69,0.1343,12,29,41
445,2011/2/22,1,0,2,17,0,2,1,1,0.22,0.2121,0.51,0.2239,8,188,196
446,2011/4/20,2,0,4,16,0,3,1,2,0.76,0.6667,0.35,0.3582,54,201,255
447,2012/5/15,2,1,5,7,0,2,1,3,0.56,0.5303,0.94,0.1343,1,91,92
448,2012/2/10,1,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239,0,17,17
449,2012/6/29,3,1,6,9,0,5,1,1,0.76,0.697,0.55,0.1642,39,261,300
450,2011/2/7,1,0,2,6,0,1,1,1,0.18,0.2424,0.93,0,1,29,30
451,2012/7/12,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,49,653,702
452,2011/1/15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57
453,2012/11/13,4,1,11,21,0,2,1,1,0.3,0.2727,0.49,0.3582,9,178,187
454,2012/4/10,2,1,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925,9,118,127
455,2011/8/25,3,0,8,0,0,4,1,1,0.68,0.6364,0.74,0.2985,11,41,52
456,2011/5/26,2,0,5,17,0,4,1,1,0.8,0.7273,0.46,0.2836,49,445,494
457,2012/1/26,1,1,1,4,0,4,1,1,0.28,0.3182,0.75,0,0,3,3
458,2012/3/18,1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,240,314,554
459,2011/12/17,4,0,12,1,0,6,0,2,0.3,0.2879,0.52,0.2537,4,39,43
460,2011/12/10,4,0,12,2,0,6,0,2,0.28,0.303,0.61,0.0896,12,48,60
461,2011/7/13,3,0,7,15,0,3,1,3,0.64,0.5606,0.94,0.1343,13,33,46
462,2011/8/30,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0,65,172,237
463,2012/4/21,2,1,4,7,0,6,0,1,0.5,0.4848,0.82,0.2836,21,55,76
464,2011/4/3,2,0,4,4,0,0,0,1,0.28,0.303,0.7,0.0896,3,0,3
465,2011/8/25,3,0,8,2,0,4,1,1,0.68,0.6364,0.69,0.3881,3,2,5
466,2012/7/10,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,77,203,280
467,2012/2/19,1,1,2,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255
468,2011/7/11,3,0,7,15,0,1,1,1,0.86,0.8485,0.56,0.4179,38,108,146
469,2012/7/13,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,2,15,17
470,2012/12/4,4,1,12,14,0,2,1,2,0.58,0.5455,0.56,0.2239,39,231,270
471,2012/4/25,2,1,4,3,0,3,1,1,0.32,0.3333,0.7,0.0896,0,3,3
472,2012/12/2,4,1,12,17,0,0,0,3,0.4,0.4091,0.76,0.194,59,244,303
473,2011/11/3,4,0,11,2,0,4,1,1,0.34,0.3333,0.76,0.1343,2,5,7
474,2011/3/19,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179,170,143,313
475,2012/4/6,2,1,4,23,0,5,1,1,0.42,0.4242,0.3,0.2836,21,92,113
476,2012/4/13,2,1,4,0,0,5,1,1,0.4,0.4091,0.37,0.2537,14,41,55
477,2011/7/8,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,27,105,132
478,2012/10/10,4,1,10,23,0,3,1,1,0.44,0.4394,0.58,0.194,17,119,136
479,2012/9/21,3,1,9,1,0,5,1,1,0.52,0.5,0.72,0,11,38,49
480,2011/6/1,2,0,6,2,0,3,1,1,0.7,0.6667,0.79,0.1642,0,3,3
481,2012/5/1,2,1,5,11,0,2,1,2,0.66,0.6212,0.65,0.2836,50,179,229
482,2011/4/27,2,0,4,3,0,3,1,2,0.58,0.5455,0.88,0.2836,3,4,7
483,2011/3/22,2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,22,64,86
484,2012/2/28,1,1,2,10,0,2,1,1,0.3,0.2727,0.42,0.2985,14,118,132
485,2011/9/7,3,0,9,12,0,3,1,3,0.56,0.5303,0.94,0,1,21,22
486,2011/5/31,2,0,5,10,0,2,1,1,0.82,0.7879,0.56,0.1343,37,72,109
487,2011/5/14,2,0,5,21,0,6,0,3,0.54,0.5152,0.94,0.2239,15,44,59
488,2012/8/8,3,1,8,19,0,3,1,1,0.76,0.7273,0.66,0.2239,119,567,686
489,2011/11/23,4,0,11,15,0,3,1,2,0.42,0.4242,0.54,0.4478,13,194,207
490,2012/1/16,1,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,6,175,181
491,2012/8/23,3,1,8,5,0,4,1,1,0.62,0.5758,0.83,0,1,36,37
492,2012/1/9,1,1,1,2,0,1,1,1,0.24,0.2424,0.56,0.1343,2,3,5
493,2012/3/14,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0,102,647,749
494,2011/8/19,3,0,8,6,0,5,1,1,0.64,0.5758,0.83,0,2,91,93
495,2011/8/13,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,153
496,2012/3/20,1,1,3,18,0,2,1,1,0.6,0.5909,0.69,0.2537,136,665,801
497,2012/6/17,2,1,6,0,0,0,0,1,0.56,0.5303,0.56,0.1343,31,117,148
498,2011/2/26,1,0,2,20,0,6,0,1,0.3,0.303,0.56,0.1642,8,60,68
499,2011/4/3,2,0,4,16,0,0,0,2,0.46,0.4545,0.31,0.194,147,156,303
500,2011/3/16,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194,10,101,111
501,2011/7/13,3,0,7,10,0,3,1,1,0.82,0.7576,0.46,0.194,33,80,113
502,2012/4/21,2,1,4,5,0,6,0,1,0.5,0.4848,0.82,0.2537,0,1,1
503,2011/9/26,4,0,9,6,0,1,1,2,0.62,0.5455,0.94,0.0896,6,107,113
504,2012/12/19,4,1,12,3,0,3,1,1,0.26,0.2727,0.75,0.1343,0,5,5
505,2012/3/22,2,1,3,16,0,4,1,1,0.64,0.6061,0.65,0.194,125,300,425
506,2011/11/6,4,0,11,23,0,0,0,1,0.34,0.3485,0.87,0.0896,7,43,50
507,2012/8/1,3,1,8,16,0,3,1,1,0.8,0.7576,0.55,0.2836,93,386,479
508,2012/7/24,3,1,7,7,0,2,1,1,0.7,0.6667,0.74,0.1642,24,492,516
509,2011/10/23,4,0,10,8,0,0,0,1,0.36,0.3485,0.87,0.1343,32,56,88
510,2012/7/6,3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,1,6,7
511,2011/4/27,2,0,4,0,0,3,1,1,0.6,0.5606,0.83,0.2239,3,24,27
512,2011/12/27,1,0,12,15,0,2,1,3,0.42,0.4242,0.82,0.3881,2,17,19
513,2011/1/21,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63
514,2012/11/17,4,1,11,13,0,6,0,1,0.42,0.4242,0.38,0.2537,179,346,525
515,2012/8/24,3,1,8,7,0,5,1,2,0.64,0.5909,0.78,0,13,412,425
516,2011/5/2,2,0,5,6,0,1,1,1,0.44,0.4394,0.88,0.1045,3,59,62
517,2011/6/17,2,0,6,8,0,5,1,2,0.6,0.5606,0.83,0,28,426,454
518,2011/5/10,2,0,5,2,0,2,1,1,0.44,0.4394,0.58,0.1343,1,4,5
519,2011/9/30,4,0,9,15,0,5,1,1,0.64,0.6212,0.5,0.2836,52,193,245
520,2011/5/11,2,0,5,6,0,3,1,1,0.46,0.4545,0.82,0.1343,6,93,99
521,2011/2/1,1,0,2,0,0,2,1,2,0.16,0.1818,0.64,0.1045,2,6,8
522,2012/3/31,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,463
523,2011/12/12,4,0,12,12,0,1,1,1,0.28,0.2879,0.52,0.1045,7,138,145
524,2011/7/3,3,0,7,13,0,0,0,1,0.8,0.7727,0.59,0.2239,248,173,421
525,2012/12/15,4,1,12,0,0,6,0,1,0.3,0.3333,0.7,0,4,90,94
526,2011/2/17,1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,5,119,124
527,2012/3/13,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1
528,2011/11/19,4,0,11,17,0,6,0,1,0.4,0.4091,0.4,0.194,61,171,232
529,2012/5/26,2,1,5,8,0,6,0,1,0.64,0.5909,0.78,0.1343,38,103,141
530,2012/8/8,3,1,8,6,0,3,1,2,0.7,0.6667,0.84,0.1642,4,169,173
531,2012/2/27,1,1,2,3,0,1,1,1,0.24,0.2424,0.75,0.1642,0,2,2
532,2012/1/24,1,1,1,16,0,2,1,1,0.4,0.4091,0.71,0.1343,35,243,278
533,2012/9/13,3,1,9,13,0,4,1,1,0.7,0.6364,0.42,0,60,223,283
534,2012/11/21,4,1,11,18,0,3,1,1,0.42,0.4242,0.38,0.1045,24,287,311
535,2012/3/29,2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,0,6,6
536,2011/12/23,1,0,12,17,0,5,1,1,0.36,0.3485,0.53,0.2239,11,129,140
537,2011/7/15,3,0,7,13,0,5,1,1,0.7,0.6515,0.54,0.194,85,162,247
538,2012/2/2,1,1,2,7,0,4,1,3,0.36,0.3788,0.93,0,4,201,205
539,2012/12/13,4,1,12,11,0,4,1,1,0.34,0.3182,0.42,0.2537,25,164,189
540,2011/6/23,3,0,6,14,0,4,1,2,0.76,0.7273,0.66,0.2985,46,103,149
541,2012/2/9,1,1,2,22,0,4,1,2,0.3,0.3333,0.56,0,3,104,107
542,2012/9/23,4,1,9,20,0,0,0,1,0.52,0.5,0.42,0.1642,60,192,252
543,2011/9/23,4,0,9,8,0,5,1,3,0.62,0.5455,0.94,0.1343,20,297,317
544,2012/6/7,2,1,6,19,0,4,1,1,0.7,0.6364,0.34,0.2836,65,537,602
545,2012/1/12,1,1,1,0,0,4,1,3,0.34,0.3333,0.93,0.194,0,3,3
546,2012/7/16,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,53,159,212
547,2012/3/8,1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,4,105,109
548,2011/7/15,3,0,7,9,0,5,1,1,0.68,0.6364,0.54,0.194,31,176,207
549,2011/7/19,3,0,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,25,26,51
550,2012/3/27,2,1,3,15,0,2,1,1,0.42,0.4242,0.2,0,42,158,200
551,2011/4/1,2,0,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,9,84,93
552,2011/3/15,1,0,3,14,0,2,1,2,0.38,0.3939,0.46,0.2985,14,74,88
553,2011/3/2,1,0,3,10,0,3,1,1,0.32,0.303,0.49,0.2836,11,65,76
554,2011/10/5,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,6
555,2012/3/6,1,1,3,6,0,2,1,1,0.18,0.2121,0.51,0.1045,3,99,102
556,2012/4/7,2,1,4,16,0,6,0,1,0.54,0.5152,0.19,0.3881,354,261,615
557,2012/4/17,2,1,4,8,0,2,1,1,0.6,0.6212,0.43,0.2239,42,631,673
558,2012/6/11,2,1,6,8,0,1,1,1,0.66,0.6212,0.74,0.1343,38,613,651
559,2012/3/3,1,1,3,21,0,6,0,1,0.46,0.4545,0.19,0.3284,24,130,154
560,2012/5/18,2,1,5,16,0,5,1,1,0.66,0.6212,0.34,0.2537,151,417,568
561,2011/9/24,4,0,9,9,0,6,0,2,0.6,0.5455,0.88,0.0896,41,134,175
562,2011/4/13,2,0,4,7,0,3,1,3,0.36,0.3485,1,0.2239,3,67,70
563,2012/3/1,1,1,3,2,0,4,1,2,0.46,0.4545,0.94,0.2836,0,6,6
564,2012/10/21,4,1,10,14,0,0,0,1,0.56,0.5303,0.35,0.194,235,405,640
565,2011/4/28,2,0,4,1,0,4,1,2,0.62,0.5758,0.83,0.3881,8,12,20
566,2011/12/27,1,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896,11,52,63
567,2012/12/1,4,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,50,270,320
568,2011/3/16,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,10,111,121
569,2012/1/13,1,1,1,3,0,5,1,1,0.36,0.3333,0.87,0.2537,3,4,7
570,2012/12/28,1,1,12,3,0,5,1,2,0.24,0.2424,0.6,0.1642,0,2,2
571,2011/12/13,4,0,12,10,0,2,1,1,0.3,0.303,0.52,0.1642,3,99,102
572,2011/9/28,4,0,9,4,0,3,1,1,0.6,0.5455,0.88,0,1,3,4
573,2011/10/30,4,0,10,21,0,0,0,1,0.32,0.3485,0.66,0,4,75,79
